devis_id;date_emission;mois;exercice;client_id;type_client;agence;commercial;categorie;code_prestation;libelle_prestation;quantite;montant_ht;statut;date_decision;delai_1ere_relance_j;nb_relances
DEV-00139;2022-10-18;2022-10;2022-2023;CLI-0150;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1191.19;Sans réponse;2022-10-21;4;0
DEV-00140;2022-10-18;2022-10;2022-2023;CLI-0112;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-003;Dépannage électrique urgence;2;609.29;Accepté;2022-11-20;1;2
DEV-00141;2022-10-18;2022-10;2022-2023;CLI-0204;Particulier;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;1;282.57;Accepté;2022-11-08;7;2
DEV-00142;2022-10-20;2022-10;2022-2023;CLI-0021;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;10095.29;Refusé;2022-11-14;;0
DEV-00143;2022-10-20;2022-10;2022-2023;CLI-0147;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1155.19;Accepté;2022-11-08;5;3
DEV-00144;2022-10-21;2022-10;2022-2023;CLI-0190;Particulier;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2335.25;Sans réponse;2022-11-14;7;2
DEV-00145;2022-10-21;2022-10;2022-2023;CLI-0232;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1314.77;Accepté;2022-11-09;1;1
DEV-00146;2022-10-21;2022-10;2022-2023;CLI-0110;Particulier;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;2;2617.41;Refusé;2022-11-16;10;2
DEV-00147;2022-10-24;2022-10;2022-2023;CLI-0072;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8098.41;Accepté;2022-11-09;1;3
DEV-00148;2022-10-25;2022-10;2022-2023;CLI-0230;Professionnel;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;1;2541.66;Accepté;2022-11-27;2;1
DEV-00149;2022-10-25;2022-10;2022-2023;CLI-0222;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;1;248.78;Accepté;2022-11-17;5;1
DEV-00150;2022-10-26;2022-10;2022-2023;CLI-0030;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;3;3887.81;Sans réponse;2022-11-04;11;0
DEV-00151;2022-10-26;2022-10;2022-2023;CLI-0059;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;460.38;Accepté;2022-11-04;4;1
DEV-00152;2022-10-27;2022-10;2022-2023;CLI-0020;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;10177.67;Refusé;2022-11-24;;0
DEV-00153;2022-10-27;2022-10;2022-2023;CLI-0137;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;247.46;Accepté;2022-11-02;2;1
DEV-00154;2022-10-28;2022-10;2022-2023;CLI-0173;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;307.86;Accepté;2022-12-10;1;2
DEV-00155;2022-10-28;2022-10;2022-2023;CLI-0067;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1768.44;Accepté;2022-11-04;;0
DEV-00156;2022-10-31;2022-10;2022-2023;CLI-0201;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-002;Remplacement baignoire par douche;2;7596.34;Accepté;2022-12-07;5;4
DEV-00157;2022-10-31;2022-10;2022-2023;CLI-0104;Particulier;Toulouse;Julien Fabre;Dépannage;DP-004;Remise en service chaudière;1;213.75;Sans réponse;2022-12-04;2;1
DEV-00158;2022-11-01;2022-11;2022-2023;CLI-0183;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14175.05;Sans réponse;2022-11-22;9;1
DEV-00159;2022-11-02;2022-11;2022-2023;CLI-0130;Particulier;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2755.53;Sans réponse;2022-11-11;;0
DEV-00160;2022-11-02;2022-11;2022-2023;CLI-0054;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;3;4165.81;Accepté;2022-11-27;1;1
DEV-00161;2022-11-02;2022-11;2022-2023;CLI-0155;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;694.78;Sans réponse;2022-11-12;2;1
DEV-00162;2022-11-04;2022-11;2022-2023;CLI-0152;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;243.9;Refusé;2022-11-29;1;1
DEV-00163;2022-11-07;2022-11;2022-2023;CLI-0203;Particulier;Toulouse;Julien Fabre;Dépannage;DP-002;Débouchage canalisation;1;331.47;Sans réponse;2022-11-10;7;0
DEV-00164;2022-11-07;2022-11;2022-2023;CLI-0009;Particulier;Toulouse;Julien Fabre;Plomberie;PR-002;Recherche de fuite + réparation;1;416.01;Accepté;2022-11-25;1;1
DEV-00165;2022-11-08;2022-11;2022-2023;CLI-0058;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;4983.7;Sans réponse;2022-11-19;4;1
DEV-00166;2022-11-09;2022-11;2022-2023;CLI-0117;Particulier;Toulouse;Julien Fabre;Plomberie;PR-002;Recherche de fuite + réparation;1;462.67;Refusé;2022-12-17;9;1
DEV-00167;2022-11-09;2022-11;2022-2023;CLI-0158;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;2;3023.73;Accepté;2022-11-25;1;2
DEV-00168;2022-11-10;2022-11;2022-2023;CLI-0156;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;242.24;Sans réponse;2022-11-17;3;1
DEV-00169;2022-11-11;2022-11;2022-2023;CLI-0178;Particulier;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;3429.0;Sans réponse;2022-12-08;;0
DEV-00170;2022-11-11;2022-11;2022-2023;CLI-0096;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;4357.31;Accepté;2022-11-22;3;2
DEV-00171;2022-11-11;2022-11;2022-2023;CLI-0051;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;5205.02;Sans réponse;2022-11-19;8;1
DEV-00172;2022-11-14;2022-11;2022-2023;CLI-0088;Particulier;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;3796.3;Accepté;2022-12-10;5;2
DEV-00173;2022-11-14;2022-11;2022-2023;CLI-0043;Particulier;Toulouse;Julien Fabre;Plomberie;PR-003;Réfection réseau eau appartement;2;6143.72;Sans réponse;2022-11-18;12;0
DEV-00174;2022-11-15;2022-11;2022-2023;CLI-0032;Particulier;Toulouse;Julien Fabre;Dépannage;DP-004;Remise en service chaudière;1;227.15;Accepté;2022-12-01;6;1
DEV-00175;2022-11-15;2022-11;2022-2023;CLI-0103;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1160.57;Sans réponse;2022-11-29;6;1
DEV-00176;2022-11-15;2022-11;2022-2023;CLI-0031;Professionnel;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;15099.02;Sans réponse;2022-12-02;4;2
DEV-00177;2022-11-15;2022-11;2022-2023;CLI-0142;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;475.96;Refusé;2022-12-03;6;1
DEV-00178;2022-11-17;2022-11;2022-2023;CLI-0119;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;8548.05;Accepté;2022-12-20;1;1
DEV-00179;2022-11-21;2022-11;2022-2023;CLI-0018;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2613.17;Accepté;2022-12-03;6;1
DEV-00180;2022-11-22;2022-11;2022-2023;CLI-0098;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8806.73;Accepté;2022-12-15;5;3
DEV-00181;2022-11-22;2022-11;2022-2023;CLI-0012;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1634.9;Accepté;2022-12-09;4;2
DEV-00182;2022-11-23;2022-11;2022-2023;CLI-0026;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;263.03;Accepté;2022-12-06;;0
DEV-00183;2022-11-23;2022-11;2022-2023;CLI-0212;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;6531.41;Sans réponse;2022-11-28;1;1
DEV-00184;2022-11-24;2022-11;2022-2023;CLI-0072;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;3316.24;Sans réponse;2023-01-07;7;3
DEV-00185;2022-11-25;2022-11;2022-2023;CLI-0109;Professionnel;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;6234.87;Accepté;2023-01-05;1;2
DEV-00186;2022-11-25;2022-11;2022-2023;CLI-0245;Professionnel;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;16695.0;Sans réponse;2023-01-02;8;1
DEV-00187;2022-11-28;2022-11;2022-2023;CLI-0199;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1891.42;Sans réponse;2022-12-14;9;1
DEV-00188;2022-11-29;2022-11;2022-2023;CLI-0138;Particulier;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;2;2537.54;Accepté;2022-12-28;9;3
DEV-00189;2022-11-29;2022-11;2022-2023;CLI-0025;Syndic;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;1;481.96;Accepté;2022-12-18;3;2
DEV-00190;2022-11-30;2022-11;2022-2023;CLI-0148;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1173.63;Sans réponse;2022-12-22;6;3
DEV-00191;2022-12-01;2022-12;2022-2023;CLI-0115;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;2;913.16;Refusé;2022-12-27;1;1
DEV-00192;2022-12-01;2022-12;2022-2023;CLI-0107;Particulier;Toulouse;Julien Fabre;Dépannage;DP-004;Remise en service chaudière;1;252.94;Sans réponse;2022-12-07;10;0
DEV-00193;2022-12-02;2022-12;2022-2023;CLI-0172;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14068.34;Accepté;2022-12-27;;0
DEV-00194;2022-12-02;2022-12;2022-2023;CLI-0090;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1112.35;Accepté;2022-12-12;2;1
DEV-00195;2022-12-02;2022-12;2022-2023;CLI-0097;Particulier;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;11920.52;Accepté;2022-12-13;1;2
DEV-00196;2022-12-07;2022-12;2022-2023;CLI-0139;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;2;1342.14;Accepté;2022-12-31;10;2
DEV-00197;2022-12-07;2022-12;2022-2023;CLI-0112;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;13595.2;Refusé;2023-01-07;1;3
DEV-00198;2022-12-08;2022-12;2022-2023;CLI-0178;Particulier;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;1;1366.48;Refusé;2022-12-23;1;2
DEV-00199;2022-12-08;2022-12;2022-2023;CLI-0225;Particulier;Toulouse;Julien Fabre;Plomberie;PR-003;Réfection réseau eau appartement;1;2723.02;Accepté;2022-12-29;12;2
DEV-00200;2022-12-08;2022-12;2022-2023;CLI-0081;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;1612.17;Sans réponse;2022-12-28;;0
DEV-00201;2022-12-08;2022-12;2022-2023;CLI-0008;Particulier;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;2;596.46;Sans réponse;2022-12-20;5;1
DEV-00202;2022-12-09;2022-12;2022-2023;CLI-0018;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;247.73;Refusé;2023-01-07;11;3
DEV-00203;2022-12-09;2022-12;2022-2023;CLI-0150;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-001;Mise aux normes tableau électrique;1;1861.92;Refusé;2023-01-08;8;1
DEV-00204;2022-12-12;2022-12;2022-2023;CLI-0226;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2346.29;Refusé;2023-01-09;;0
DEV-00205;2022-12-12;2022-12;2022-2023;CLI-0143;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1515.68;Refusé;2022-12-27;7;1
DEV-00206;2022-12-13;2022-12;2022-2023;CLI-0134;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1306.54;Accepté;2023-02-06;10;3
DEV-00207;2022-12-15;2022-12;2022-2023;CLI-0187;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;231.75;Accepté;2022-12-21;1;1
DEV-00208;2022-12-15;2022-12;2022-2023;CLI-0186;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;401.37;Refusé;2022-12-30;8;2
DEV-00209;2022-12-16;2022-12;2022-2023;CLI-0091;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;647.03;Sans réponse;2022-12-20;;0
DEV-00210;2022-12-16;2022-12;2022-2023;CLI-0029;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;167.66;Sans réponse;2023-01-06;7;2
DEV-00211;2022-12-16;2022-12;2022-2023;CLI-0086;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;9607.95;Accepté;2023-01-16;2;1
DEV-00212;2022-12-19;2022-12;2022-2023;CLI-0022;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;3;881.66;Accepté;2022-12-30;11;1
DEV-00213;2022-12-19;2022-12;2022-2023;CLI-0062;Particulier;Toulouse;Julien Fabre;Dépannage;DP-001;Dépannage plomberie urgence;1;275.45;Refusé;2023-01-22;;0
DEV-00214;2022-12-20;2022-12;2022-2023;CLI-0054;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;2;6164.17;Refusé;2023-01-06;1;2
DEV-00215;2022-12-20;2022-12;2022-2023;CLI-0123;Particulier;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14160.29;Accepté;2022-12-27;4;1
DEV-00216;2022-12-20;2022-12;2022-2023;CLI-0213;Professionnel;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;20553.14;Accepté;2023-01-18;7;2
DEV-00217;2022-12-21;2022-12;2022-2023;CLI-0245;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-001;Rénovation salle de bain complète;1;18389.13;Accepté;2023-01-19;3;1
DEV-00218;2022-12-22;2022-12;2022-2023;CLI-0089;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;2;3076.12;Accepté;2023-01-06;8;1
DEV-00219;2022-12-22;2022-12;2022-2023;CLI-0022;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;232.77;Refusé;2023-01-12;7;1
DEV-00220;2022-12-23;2022-12;2022-2023;CLI-0202;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;4955.43;Accepté;2023-01-05;1;1
DEV-00221;2022-12-23;2022-12;2022-2023;CLI-0168;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8788.0;Sans réponse;2023-01-25;1;1
DEV-00222;2022-12-23;2022-12;2022-2023;CLI-0045;Syndic;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;807.06;Accepté;2023-01-17;8;2
DEV-00223;2022-12-27;2022-12;2022-2023;CLI-0195;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-003;Dépannage électrique urgence;3;981.09;Sans réponse;2023-01-07;;0
DEV-00224;2022-12-27;2022-12;2022-2023;CLI-0133;Syndic;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;21671.67;Sans réponse;2023-01-04;;0
DEV-00225;2022-12-27;2022-12;2022-2023;CLI-0191;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3585.44;Sans réponse;2023-01-02;;0
DEV-00226;2022-12-27;2022-12;2022-2023;CLI-0166;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;163.21;Accepté;2023-01-12;7;2
DEV-00227;2022-12-28;2022-12;2022-2023;CLI-0066;Professionnel;Toulouse;Julien Fabre;Chauffage;CH-002;Entretien annuel chaudière;1;247.0;Refusé;2023-01-25;13;1
DEV-00228;2022-12-28;2022-12;2022-2023;CLI-0137;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-003;Rénovation électrique complète;1;10184.14;Refusé;2023-02-06;6;2
DEV-00229;2022-12-29;2022-12;2022-2023;CLI-0160;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;465.27;Accepté;2023-01-26;6;2
DEV-00230;2022-12-29;2022-12;2022-2023;CLI-0187;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3135.0;Sans réponse;2023-01-07;9;1
DEV-00231;2022-12-29;2022-12;2022-2023;CLI-0057;Syndic;Toulouse;Julien Fabre;Chauffage;CH-002;Entretien annuel chaudière;1;345.02;Refusé;2023-01-15;1;2
DEV-00232;2022-12-29;2022-12;2022-2023;CLI-0169;Professionnel;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;387.44;Accepté;2023-01-15;1;1
DEV-00233;2022-12-29;2022-12;2022-2023;CLI-0243;Professionnel;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;17576.46;Accepté;2023-01-29;2;3
DEV-00234;2022-12-30;2022-12;2022-2023;CLI-0002;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;14738.45;Refusé;2023-01-12;;0
DEV-00235;2022-12-30;2022-12;2022-2023;CLI-0196;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-002;Débouchage canalisation;1;388.27;Refusé;2023-02-17;4;1
DEV-00236;2022-12-30;2022-12;2022-2023;CLI-0163;Particulier;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;1;775.28;Accepté;2023-01-26;3;3
DEV-00237;2023-01-02;2023-01;2022-2023;CLI-0184;Particulier;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;12196.83;Refusé;2023-01-23;8;2
DEV-00238;2023-01-02;2023-01;2022-2023;CLI-0105;Particulier;Toulouse;Julien Fabre;Dépannage;DP-002;Débouchage canalisation;1;303.84;Sans réponse;2023-01-11;7;1
DEV-00239;2023-01-02;2023-01;2022-2023;CLI-0194;Syndic;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;1;1485.27;Sans réponse;2023-01-15;4;2
DEV-00240;2023-01-03;2023-01;2022-2023;CLI-0211;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-003;Dépannage électrique urgence;1;324.96;Refusé;2023-01-22;8;1
DEV-00241;2023-01-03;2023-01;2022-2023;CLI-0233;Particulier;Toulouse;Julien Fabre;Dépannage;DP-001;Dépannage plomberie urgence;1;298.71;Accepté;2023-02-10;4;3
DEV-00242;2023-01-05;2023-01;2022-2023;CLI-0208;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;10222.04;Sans réponse;2023-02-01;6;2
DEV-00243;2023-01-05;2023-01;2022-2023;CLI-0202;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;1293.0;Refusé;2023-02-08;5;2
DEV-00244;2023-01-06;2023-01;2022-2023;CLI-0124;Particulier;Toulouse;Julien Fabre;Chauffage;CH-002;Entretien annuel chaudière;1;154.71;Accepté;2023-01-14;3;1
DEV-00245;2023-01-09;2023-01;2022-2023;CLI-0004;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;2;2300.59;Sans réponse;2023-01-25;;0
DEV-00246;2023-01-09;2023-01;2022-2023;CLI-0033;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;10746.37;Sans réponse;2023-01-25;;0
DEV-00247;2023-01-09;2023-01;2022-2023;CLI-0040;Professionnel;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;7573.47;Accepté;2023-01-19;3;2
DEV-00248;2023-01-09;2023-01;2022-2023;CLI-0213;Professionnel;Bordeaux;Sophie Marchand;Électricité;EL-003;Rénovation électrique complète;1;17581.38;Accepté;2023-02-04;1;2
DEV-00249;2023-01-10;2023-01;2022-2023;CLI-0196;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;266.75;Accepté;2023-01-31;;0
DEV-00250;2023-01-11;2023-01;2022-2023;CLI-0115;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;1;1340.61;Sans réponse;2023-02-07;1;2
DEV-00251;2023-01-11;2023-01;2022-2023;CLI-0244;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;14834.02;Sans réponse;2023-01-21;9;1
DEV-00252;2023-01-12;2023-01;2022-2023;CLI-0015;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;10987.04;Accepté;2023-02-07;1;2
DEV-00253;2023-01-12;2023-01;2022-2023;CLI-0010;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;2;6565.05;Accepté;2023-02-18;5;2
DEV-00254;2023-01-12;2023-01;2022-2023;CLI-0096;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8539.38;Sans réponse;2023-01-17;8;0
DEV-00255;2023-01-13;2023-01;2022-2023;CLI-0012;Particulier;Toulouse;Julien Fabre;Dépannage;DP-004;Remise en service chaudière;1;208.27;Refusé;2023-02-19;9;1
DEV-00256;2023-01-13;2023-01;2022-2023;CLI-0176;Professionnel;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;17871.36;Accepté;2023-02-12;8;2
DEV-00257;2023-01-13;2023-01;2022-2023;CLI-0206;Syndic;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;29471.58;Accepté;2023-02-23;7;2
DEV-00258;2023-01-13;2023-01;2022-2023;CLI-0054;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;2;509.59;Accepté;2023-02-15;6;1
DEV-00259;2023-01-16;2023-01;2022-2023;CLI-0071;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;4393.96;Sans réponse;2023-02-18;8;4
DEV-00260;2023-01-17;2023-01;2022-2023;CLI-0186;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;3;10312.14;Sans réponse;2023-02-11;3;2
DEV-00261;2023-01-18;2023-01;2022-2023;CLI-0091;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;390.31;Accepté;2023-01-31;1;2
